[Header]2022-05-17 11:54:43,178 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-05-17 12:10:29,399 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-05-17 12:10:31,694 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 12:10:32,153 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 12:10:32,200 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-05-17 12:10:35,286 [ 4] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-05-17 12:10:35,287 [ 4] INFO  SNSelfOrder.App:  PageImage:8134
2022-05-17 12:10:35,291 [ 4] INFO  SNSelfOrder.App:  mod_button:0
2022-05-17 12:10:35,359 [ 4] INFO  SNSelfOrder.App:  posfastkey02:67
2022-05-17 12:10:35,369 [ 4] INFO  SNSelfOrder.App:  posfastkey02 image:6
2022-05-17 12:10:35,437 [ 4] INFO  SNSelfOrder.App:  psitem:68
2022-05-17 12:10:35,441 [ 4] INFO  SNSelfOrder.App:  psitem image:2
2022-05-17 12:10:35,443 [ 4] INFO  SNSelfOrder.App:  itemcombo:1
2022-05-17 12:10:35,608 [ 4] INFO  SNSelfOrder.App:  modifier:14
2022-05-17 12:10:35,609 [ 4] INFO  SNSelfOrder.App:  modifier image:0
2022-05-17 12:10:35,675 [ 4] INFO  SNSelfOrder.App:  psmodsetti image:1
2022-05-17 12:10:35,675 [ 4] INFO  SNSelfOrder.App:   ItemModValue:637883862356755183
2022-05-17 12:10:35,924 [ 4] INFO  SNSelfOrder.App:  itemmodifier:246
2022-05-17 12:10:35,924 [ 4] INFO  SNSelfOrder.App:   ItemVarietyValue:637883862359243836
2022-05-17 12:10:35,993 [ 4] INFO  SNSelfOrder.App:  itemvariety:50
2022-05-17 12:10:36,001 [ 4] INFO  SNSelfOrder.App:  promotions:2
2022-05-17 12:10:36,002 [ 4] INFO  SNSelfOrder.App:  end download check 
[Header]2022-05-17 12:14:25,703 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-05-17 12:14:25,716 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-05-17 12:14:25,717 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-05-17 12:14:25,717 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-05-17 12:14:25,717 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-05-17 12:14:26,376 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-05-17 12:14:26,376 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-05-17 12:14:26,376 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-05-17 12:14:29,197 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 12:14:29,677 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 12:14:29,721 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-05-17 12:14:33,525 [18] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-05-17 12:14:33,526 [18] INFO  SNSelfOrder.App:  PageImage:6124
2022-05-17 12:14:33,530 [18] INFO  SNSelfOrder.App:  mod_button:0
2022-05-17 12:14:33,600 [18] INFO  SNSelfOrder.App:  posfastkey02:69
2022-05-17 12:14:33,610 [18] INFO  SNSelfOrder.App:  posfastkey02 image:7
2022-05-17 12:14:33,666 [18] INFO  SNSelfOrder.App:  psitem:55
2022-05-17 12:14:33,669 [18] INFO  SNSelfOrder.App:  psitem image:2
2022-05-17 12:14:33,671 [18] INFO  SNSelfOrder.App:  itemcombo:1
2022-05-17 12:14:33,834 [18] INFO  SNSelfOrder.App:  modifier:14
2022-05-17 12:14:33,834 [18] INFO  SNSelfOrder.App:  modifier image:0
2022-05-17 12:14:33,886 [18] INFO  SNSelfOrder.App:  psmodsetti image:2
2022-05-17 12:14:33,886 [18] INFO  SNSelfOrder.App:   ItemModValue:637883864738860583
2022-05-17 12:14:34,133 [18] INFO  SNSelfOrder.App:  itemmodifier:243
2022-05-17 12:14:34,133 [18] INFO  SNSelfOrder.App:   ItemVarietyValue:637883864741332935
2022-05-17 12:14:34,206 [18] INFO  SNSelfOrder.App:  itemvariety:55
2022-05-17 12:14:34,216 [18] INFO  SNSelfOrder.App:  promotions:2
2022-05-17 12:14:34,217 [18] INFO  SNSelfOrder.App:  end download check 
[Header]2022-05-17 13:54:14,100 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-05-17 13:54:14,112 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-05-17 13:54:14,113 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-05-17 13:54:14,113 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-05-17 13:54:14,113 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-05-17 13:54:14,668 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-05-17 13:54:14,668 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-05-17 13:54:14,668 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-05-17 13:54:17,181 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 13:54:17,655 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 13:54:17,702 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-05-17 13:54:20,938 [16] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-05-17 13:54:20,939 [16] INFO  SNSelfOrder.App:  PageImage:7902
2022-05-17 13:54:20,943 [16] INFO  SNSelfOrder.App:  mod_button:0
2022-05-17 13:54:21,007 [16] INFO  SNSelfOrder.App:  posfastkey02:63
2022-05-17 13:54:21,019 [16] INFO  SNSelfOrder.App:  posfastkey02 image:9
2022-05-17 13:54:21,069 [16] INFO  SNSelfOrder.App:  psitem:49
2022-05-17 13:54:21,072 [16] INFO  SNSelfOrder.App:  psitem image:2
2022-05-17 13:54:21,074 [16] INFO  SNSelfOrder.App:  itemcombo:2
2022-05-17 13:54:21,226 [16] INFO  SNSelfOrder.App:  modifier:14
2022-05-17 13:54:21,227 [16] INFO  SNSelfOrder.App:  modifier image:0
2022-05-17 13:54:21,279 [16] INFO  SNSelfOrder.App:  psmodsetti image:1
2022-05-17 13:54:21,279 [16] INFO  SNSelfOrder.App:   ItemModValue:637883924612799335
2022-05-17 13:54:21,508 [16] INFO  SNSelfOrder.App:  itemmodifier:226
2022-05-17 13:54:21,508 [16] INFO  SNSelfOrder.App:   ItemVarietyValue:637883924615087295
2022-05-17 13:54:21,583 [16] INFO  SNSelfOrder.App:  itemvariety:57
2022-05-17 13:54:21,590 [16] INFO  SNSelfOrder.App:  promotions:2
2022-05-17 13:54:21,592 [16] INFO  SNSelfOrder.App:  end download check 
[Header]2022-05-17 13:56:13,960 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-05-17 13:56:13,974 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-05-17 13:56:13,975 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-05-17 13:56:13,975 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-05-17 13:56:13,975 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-05-17 13:56:14,620 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-05-17 13:56:14,621 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-05-17 13:56:14,621 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-05-17 13:56:17,106 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 13:56:17,540 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 13:56:17,585 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-05-17 13:56:20,395 [13] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-05-17 13:56:20,397 [13] INFO  SNSelfOrder.App:  PageImage:8740
2022-05-17 13:56:20,401 [13] INFO  SNSelfOrder.App:  mod_button:0
2022-05-17 13:56:20,475 [13] INFO  SNSelfOrder.App:  posfastkey02:72
2022-05-17 13:56:20,485 [13] INFO  SNSelfOrder.App:  posfastkey02 image:8
2022-05-17 13:56:20,541 [13] INFO  SNSelfOrder.App:  psitem:54
2022-05-17 13:56:20,545 [13] INFO  SNSelfOrder.App:  psitem image:4
2022-05-17 13:56:20,547 [13] INFO  SNSelfOrder.App:  itemcombo:1
2022-05-17 13:56:20,690 [13] INFO  SNSelfOrder.App:  modifier:13
2022-05-17 13:56:20,690 [13] INFO  SNSelfOrder.App:  modifier image:0
2022-05-17 13:56:20,747 [13] INFO  SNSelfOrder.App:  psmodsetti image:1
2022-05-17 13:56:20,747 [13] INFO  SNSelfOrder.App:   ItemModValue:637883925807474122
2022-05-17 13:56:21,026 [13] INFO  SNSelfOrder.App:  itemmodifier:276
2022-05-17 13:56:21,026 [13] INFO  SNSelfOrder.App:   ItemVarietyValue:637883925810261406
2022-05-17 13:56:21,106 [13] INFO  SNSelfOrder.App:  itemvariety:61
2022-05-17 13:56:21,112 [13] INFO  SNSelfOrder.App:  promotions:2
2022-05-17 13:56:21,114 [13] INFO  SNSelfOrder.App:  end download check 
[Header]2022-05-17 13:59:20,880 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-05-17 13:59:20,894 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-05-17 13:59:20,894 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-05-17 13:59:20,894 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-05-17 13:59:20,894 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-05-17 13:59:21,405 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-05-17 13:59:21,405 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-05-17 13:59:21,405 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-05-17 13:59:23,928 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 13:59:24,416 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 13:59:24,460 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-05-17 13:59:28,192 [13] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-05-17 13:59:28,193 [13] INFO  SNSelfOrder.App:  PageImage:6567
2022-05-17 13:59:28,196 [13] INFO  SNSelfOrder.App:  mod_button:0
2022-05-17 13:59:28,252 [13] INFO  SNSelfOrder.App:  posfastkey02:55
2022-05-17 13:59:28,261 [13] INFO  SNSelfOrder.App:  posfastkey02 image:6
2022-05-17 13:59:28,313 [13] INFO  SNSelfOrder.App:  psitem:50
2022-05-17 13:59:28,316 [13] INFO  SNSelfOrder.App:  psitem image:2
2022-05-17 13:59:28,318 [13] INFO  SNSelfOrder.App:  itemcombo:1
2022-05-17 13:59:28,491 [13] INFO  SNSelfOrder.App:  modifier:13
2022-05-17 13:59:28,492 [13] INFO  SNSelfOrder.App:  modifier image:0
2022-05-17 13:59:28,551 [13] INFO  SNSelfOrder.App:  psmodsetti image:1
2022-05-17 13:59:28,552 [13] INFO  SNSelfOrder.App:   ItemModValue:637883927685520481
2022-05-17 13:59:28,785 [13] INFO  SNSelfOrder.App:  itemmodifier:230
2022-05-17 13:59:28,785 [13] INFO  SNSelfOrder.App:   ItemVarietyValue:637883927687856254
2022-05-17 13:59:28,864 [13] INFO  SNSelfOrder.App:  itemvariety:61
2022-05-17 13:59:28,870 [13] INFO  SNSelfOrder.App:  promotions:2
2022-05-17 13:59:28,872 [13] INFO  SNSelfOrder.App:  end download check 
[Header]2022-05-17 15:16:30,754 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-05-17 15:16:30,769 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-05-17 15:16:30,770 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-05-17 15:16:30,770 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-05-17 15:16:30,770 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-05-17 15:16:31,381 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-05-17 15:16:31,381 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-05-17 15:16:31,381 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-05-17 15:16:33,684 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 15:16:34,120 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-17 15:16:34,161 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-05-17 15:16:37,830 [13] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-05-17 15:16:37,831 [13] INFO  SNSelfOrder.App:  PageImage:8570
2022-05-17 15:16:37,835 [13] INFO  SNSelfOrder.App:  mod_button:0
2022-05-17 15:16:37,900 [13] INFO  SNSelfOrder.App:  posfastkey02:65
2022-05-17 15:16:37,910 [13] INFO  SNSelfOrder.App:  posfastkey02 image:6
2022-05-17 15:16:37,963 [13] INFO  SNSelfOrder.App:  psitem:53
