[Header]2022-03-19 00:08:00,657 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-03-19 21:22:28,452 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 21:22:28,453 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-03-19 21:22:28,453 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 21:22:28,453 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-03-19 21:22:29,264 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-03-19 21:22:29,264 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-03-19 21:22:29,264 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-03-19 21:22:31,731 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 21:22:32,803 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 21:22:32,844 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-03-19 21:22:36,661 [16] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-03-19 21:22:36,663 [16] INFO  SNSelfOrder.App:  PageImage:18115
2022-03-19 21:22:36,668 [16] INFO  SNSelfOrder.App:  mod_button:0
2022-03-19 21:22:36,736 [16] INFO  SNSelfOrder.App:  posfastkey02:66
2022-03-19 21:22:36,759 [16] INFO  SNSelfOrder.App:  posfastkey02 image:20
2022-03-19 21:22:36,807 [16] INFO  SNSelfOrder.App:  psitem:47
2022-03-19 21:22:36,811 [16] INFO  SNSelfOrder.App:  psitem image:2
2022-03-19 21:22:36,813 [16] INFO  SNSelfOrder.App:  itemcombo:1
2022-03-19 21:22:36,986 [16] INFO  SNSelfOrder.App:  modifier:17
2022-03-19 21:22:36,987 [16] INFO  SNSelfOrder.App:  modifier image:0
2022-03-19 21:22:37,033 [16] INFO  SNSelfOrder.App:  psmodsetti image:1
2022-03-19 21:22:37,033 [16] INFO  SNSelfOrder.App:   ItemModValue:637833217570335396
2022-03-19 21:22:37,269 [16] INFO  SNSelfOrder.App:  itemmodifier:228
2022-03-19 21:22:37,269 [16] INFO  SNSelfOrder.App:   ItemVarietyValue:637833217572695682
2022-03-19 21:22:37,353 [16] INFO  SNSelfOrder.App:  itemvariety:64
2022-03-19 21:22:37,360 [16] INFO  SNSelfOrder.App:  promotions:2
2022-03-19 21:22:37,362 [16] INFO  SNSelfOrder.App:  end download check 
[Header]2022-03-19 21:26:53,930 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-03-19 21:26:53,946 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 21:26:53,946 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-03-19 21:26:53,946 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 21:26:53,946 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-03-19 21:26:54,522 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-03-19 21:26:54,522 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-03-19 21:26:54,522 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-03-19 21:26:56,993 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 21:26:57,459 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 21:26:57,505 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-03-19 21:27:01,510 [13] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-03-19 21:27:01,511 [13] INFO  SNSelfOrder.App:  PageImage:5994
2022-03-19 21:27:01,514 [13] INFO  SNSelfOrder.App:  mod_button:0
2022-03-19 21:27:01,584 [13] INFO  SNSelfOrder.App:  posfastkey02:69
2022-03-19 21:27:01,594 [13] INFO  SNSelfOrder.App:  posfastkey02 image:6
2022-03-19 21:27:01,643 [13] INFO  SNSelfOrder.App:  psitem:49
2022-03-19 21:27:01,647 [13] INFO  SNSelfOrder.App:  psitem image:2
2022-03-19 21:27:01,649 [13] INFO  SNSelfOrder.App:  itemcombo:1
2022-03-19 21:27:01,820 [13] INFO  SNSelfOrder.App:  modifier:13
2022-03-19 21:27:01,821 [13] INFO  SNSelfOrder.App:  modifier image:0
2022-03-19 21:27:01,873 [13] INFO  SNSelfOrder.App:  psmodsetti image:1
2022-03-19 21:27:01,873 [13] INFO  SNSelfOrder.App:   ItemModValue:637833220218732460
2022-03-19 21:27:02,092 [13] INFO  SNSelfOrder.App:  itemmodifier:216
2022-03-19 21:27:02,093 [13] INFO  SNSelfOrder.App:   ItemVarietyValue:637833220220930102
2022-03-19 21:27:02,180 [13] INFO  SNSelfOrder.App:  itemvariety:71
2022-03-19 21:27:02,189 [13] INFO  SNSelfOrder.App:  promotions:2
2022-03-19 21:27:02,190 [13] INFO  SNSelfOrder.App:  end download check 
[Header]2022-03-19 22:48:00,898 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-03-19 22:48:00,912 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 22:48:00,913 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-03-19 22:48:00,913 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 22:48:00,913 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-03-19 22:48:01,477 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-03-19 22:48:01,477 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-03-19 22:48:01,477 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-03-19 22:48:03,942 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 22:48:04,459 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 22:48:04,506 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-03-19 22:48:08,104 [14] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-03-19 22:48:08,105 [14] INFO  SNSelfOrder.App:  PageImage:6415
2022-03-19 22:48:08,109 [14] INFO  SNSelfOrder.App:  mod_button:0
2022-03-19 22:48:08,184 [14] INFO  SNSelfOrder.App:  posfastkey02:74
2022-03-19 22:48:08,192 [14] INFO  SNSelfOrder.App:  posfastkey02 image:6
2022-03-19 22:48:08,248 [14] INFO  SNSelfOrder.App:  psitem:55
2022-03-19 22:48:08,253 [14] INFO  SNSelfOrder.App:  psitem image:4
2022-03-19 22:48:08,255 [14] INFO  SNSelfOrder.App:  itemcombo:1
2022-03-19 22:48:08,447 [14] INFO  SNSelfOrder.App:  modifier:15
2022-03-19 22:48:08,449 [14] INFO  SNSelfOrder.App:  modifier image:0
2022-03-19 22:48:08,509 [14] INFO  SNSelfOrder.App:  psmodsetti image:1
2022-03-19 22:48:08,509 [14] INFO  SNSelfOrder.App:   ItemModValue:637833268885097263
2022-03-19 22:48:08,767 [14] INFO  SNSelfOrder.App:  itemmodifier:253
2022-03-19 22:48:08,767 [14] INFO  SNSelfOrder.App:   ItemVarietyValue:637833268887675788
2022-03-19 22:48:08,839 [14] INFO  SNSelfOrder.App:  itemvariety:51
2022-03-19 22:48:08,846 [14] INFO  SNSelfOrder.App:  promotions:2
2022-03-19 22:48:08,847 [14] INFO  SNSelfOrder.App:  end download check 
[Header]2022-03-19 22:49:39,906 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-03-19 22:49:39,918 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 22:49:39,918 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-03-19 22:49:39,918 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 22:49:39,918 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-03-19 22:49:40,416 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-03-19 22:49:40,416 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-03-19 22:49:40,416 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-03-19 22:49:42,614 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 22:49:43,032 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 22:49:43,071 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-03-19 22:49:45,830 [15] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-03-19 22:49:45,831 [15] INFO  SNSelfOrder.App:  PageImage:5648
2022-03-19 22:49:45,835 [15] INFO  SNSelfOrder.App:  mod_button:0
2022-03-19 22:49:45,900 [15] INFO  SNSelfOrder.App:  posfastkey02:64
2022-03-19 22:49:45,909 [15] INFO  SNSelfOrder.App:  posfastkey02 image:6
2022-03-19 22:49:45,958 [15] INFO  SNSelfOrder.App:  psitem:48
2022-03-19 22:49:45,961 [15] INFO  SNSelfOrder.App:  psitem image:2
2022-03-19 22:49:45,963 [15] INFO  SNSelfOrder.App:  itemcombo:1
2022-03-19 22:49:46,130 [15] INFO  SNSelfOrder.App:  modifier:13
2022-03-19 22:49:46,131 [15] INFO  SNSelfOrder.App:  modifier image:0
2022-03-19 22:49:46,187 [15] INFO  SNSelfOrder.App:  psmodsetti image:1
2022-03-19 22:49:46,187 [15] INFO  SNSelfOrder.App:   ItemModValue:637833269861873891
2022-03-19 22:49:46,411 [15] INFO  SNSelfOrder.App:  itemmodifier:220
2022-03-19 22:49:46,411 [15] INFO  SNSelfOrder.App:   ItemVarietyValue:637833269864113919
2022-03-19 22:49:46,478 [15] INFO  SNSelfOrder.App:  itemvariety:48
2022-03-19 22:49:46,487 [15] INFO  SNSelfOrder.App:  promotions:2
2022-03-19 22:49:46,488 [15] INFO  SNSelfOrder.App:  end download check 
[Header]2022-03-19 22:52:41,116 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-03-19 22:52:41,127 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 22:52:41,127 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-03-19 22:52:41,127 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 22:52:41,127 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-03-19 22:52:41,610 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-03-19 22:52:41,611 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-03-19 22:52:41,611 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-03-19 22:52:43,809 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 22:52:44,248 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 22:52:44,285 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-03-19 22:52:47,448 [16] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-03-19 22:52:47,449 [16] INFO  SNSelfOrder.App:  PageImage:6187
2022-03-19 22:52:47,453 [16] INFO  SNSelfOrder.App:  mod_button:0
2022-03-19 22:52:47,518 [16] INFO  SNSelfOrder.App:  posfastkey02:64
2022-03-19 22:52:47,528 [16] INFO  SNSelfOrder.App:  posfastkey02 image:7
2022-03-19 22:52:47,575 [16] INFO  SNSelfOrder.App:  psitem:47
2022-03-19 22:52:47,585 [16] INFO  SNSelfOrder.App:  psitem image:9
2022-03-19 22:52:47,587 [16] INFO  SNSelfOrder.App:  itemcombo:1
2022-03-19 22:52:47,754 [16] INFO  SNSelfOrder.App:  modifier:14
2022-03-19 22:52:47,754 [16] INFO  SNSelfOrder.App:  modifier image:0
2022-03-19 22:52:47,809 [16] INFO  SNSelfOrder.App:  psmodsetti image:1
2022-03-19 22:52:47,809 [16] INFO  SNSelfOrder.App:   ItemModValue:637833271678093242
2022-03-19 22:52:48,061 [16] INFO  SNSelfOrder.App:  itemmodifier:249
2022-03-19 22:52:48,061 [16] INFO  SNSelfOrder.App:   ItemVarietyValue:637833271680619342
2022-03-19 22:52:48,129 [16] INFO  SNSelfOrder.App:  itemvariety:50
2022-03-19 22:52:48,136 [16] INFO  SNSelfOrder.App:  promotions:2
2022-03-19 22:52:48,137 [16] INFO  SNSelfOrder.App:  end download check 
[Header]2022-03-19 22:53:43,025 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-03-19 22:53:43,036 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 22:53:43,037 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-03-19 22:53:43,037 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder
2022-03-19 22:53:43,037 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\db\prposdb.db3
2022-03-19 22:53:43,534 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-03-19 22:53:43,534 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-03-19 22:53:43,534 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-03-19 22:53:45,875 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"4C-72-B9-F8-CA-D1","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 22:53:46,318 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"","MAC":"","RetCode":"907","Message":"Connection code is registered by another station","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-03-19 22:53:46,356 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-03-19 22:53:50,350 [14] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\PRSelfOrder_GIOV2\PRSelfOrder\PRSelfOrder\images
2022-03-19 22:53:50,352 [14] INFO  SNSelfOrder.App:  PageImage:10259
2022-03-19 22:53:50,356 [14] INFO  SNSelfOrder.App:  mod_button:0
2022-03-19 22:53:50,429 [14] INFO  SNSelfOrder.App:  posfastkey02:73
2022-03-19 22:53:50,439 [14] INFO  SNSelfOrder.App:  posfastkey02 image:6
2022-03-19 22:53:50,488 [14] INFO  SNSelfOrder.App:  psitem:49
2022-03-19 22:53:50,495 [14] INFO  SNSelfOrder.App:  psitem image:6
